Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
CNN,cnn,5550296508,33554865,36711211,2020-10-10 07:25:51 KST,Native Video,1233,1099,1013,116,34,24,858,97,49,crosspost,120915,136984,892893,00:10:34,https://www.facebook.com/cnn/posts/344282803685646,"Go There heads to Columbus, Ohio, to look at how neighborhoods already at higher risk of Covid-19 are seeing disproportionately high eviction rates. Despite the CDC’s national moratorium on evictions issued due to the pandemic, cases continue to be filed against tenants. We follow CNN’s Kyung Lah into a courtroom as she speaks with individuals waiting to find out whether they will soon be removed from their homes.",https://www.facebook.com/cnn/videos/344282803685646/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fcnn%2Fvideos%2F344282803685646%2F,,Neighborhoods at risk for Covid see disproportionately high eviction rates,,,,"4,523",2.48
CNN,cnn,5550296508,33373880,37385750,2020-07-13 16:30:07 KST,Link,1855,491,593,14,464,54,991,41,19,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161085930796509,US military personnel on the Japanese island of Okinawa are mostly confined to their bases after multiple cases of coronavirus emerged,https://cnn.it/3iVwhG8,https://www.cnn.com/2020/07/13/asia/us-military-bases-okinawa-covid-19-intl-hnk-scli/index.html?utm_medium=social&utm_term=link&utm_source=fbCNN&utm_content=2020-07-13T07%3A30%3A03,,US military bases on Japanese island hit by Covid-19 outbreak,,,,"4,522",-1.74
CNN,cnn,5550296508,33121731,35849394,2020-05-24 18:00:19 KST,Link,1122,1870,897,13,196,266,116,36,3,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160891860241509,"Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or develop dangerous heart arrhythmias, according to a large observational study published in the medical journal The Lancet",https://cnn.it/3ggG2xi,https://www.cnn.com/us/live-news/us-coronavirus-update-05-22-20/h_a5569b9e019b7c5f2d0c916b21bc0959?utm_medium=social&utm_content=2020-05-24T09%3A00%3A14&utm_source=fbCNN&utm_term=link,,Large study finds hydroxychloroquine Covid-19 treatments linked to greater risk of death and heart arrhythmia, ,,,"4,519",-1.74
CNN,cnn,5550296508,32797442,35319471,2020-04-11 02:58:10 KST,Link,1213,1023,546,8,196,12,1495,20,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160694685536509,"At least 100,376 people have died from Covid-19, according to Johns Hopkins University’s tally of deaths across the world",https://cnn.it/3ebI298,https://www.cnn.com/world/live-news/coronavirus-pandemic-04-10-20/h_75fb766714691a4530cfa9ce21e6a82e?utm_term=link&utm_content=2020-04-10T17%3A58%3A04&utm_source=fbCNN&utm_medium=social,,"Global coronavirus death toll passes 100,000", ,,,"4,513",-1.74
CNN,cnn,5550296508,34229089,37677002,2020-08-05 23:31:12 KST,Link,1384,1003,956,6,396,571,181,10,5,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161161844291509,"Vaccines protecting against influenza, hepatitis B and rabies are less effective for obese people. As scientists develop a Covid-19 vaccine, experts say obesity could be an impediment, a sobering prospect for the US, where nearly half of all adults are obese.",https://cnn.it/2XrVaQv,https://www.cnn.com/2020/08/05/health/obesity-covid-vaccine-effectiveness-wellness/index.html?utm_medium=social&utm_content=2020-08-05T14%3A31%3A09&utm_term=link&utm_source=fbCNN,,US obesity epidemic could undermine effectiveness of a Covid-19 vaccine,,,,"4,512",-3.05
CNN,cnn,5550296508,33565862,36751379,2020-10-20 08:27:08 KST,Link,883,1858,433,7,176,424,558,161,9,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161393463066509,"West Virginia Governor Jim Justice said on Monday that at least 18 active Covid-19 outbreaks were traced to church services in the state. ""We all know that church is a place that absolutely this killer can really thrive. We're singing, we love to see all those that we love and that are in our church family with us,"" said Governor Justice.",https://cnn.it/3dJ3emQ,https://www.cnn.com/2020/10/19/us/west-virginia-covid-churches-trnd/index.html?utm_term=link&utm_content=2020-10-19T23%3A27%3A05&utm_medium=social&utm_source=fbCNN&fbclid=IwAR0kJ-pwo6L3iXE6Vdg6DXP_lVpEY7Yysku64-kpp-dKnAGZnRmSsxri5i4&fbclid=IwAR17_Zzcvnm0pQu7onHsiysT27497cukMAc08IEsV1FyqWwnAcbMLntIb94,,"West Virginia Covid-19 outbreaks linked to church services, governor says",,,,"4,509",-1.35
CNN,cnn,5550296508,33397731,37440906,2020-07-28 22:58:03 KST,Native Video,2097,864,863,148,66,42,366,23,37,crosspost,237148,245718,537246,00:10:18,https://www.facebook.com/cnn/posts/1700443746797847,"As countries around the world work to reopen, rising case numbers in places like Israel serve as a cautionary tale of the cost of reopening too soon. Then there is Cuba, where coronavirus has almost been eliminated, although the impact on the economy has been devastating. Meanwhile in India, the government has encouraged citizens to ""coexist"" with Covid-19, but many are still only going out for essential services. CNN correspondents report from these countries – plus South Africa and Brazil – for the latest on the pandemic across the globe.",https://www.facebook.com/cnn/videos/1700443746797847/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252Fcnn%2525252525252525252Fvideos%2525252525252525252F1700443746797847%2525252525252525252F,,Countries weigh the risks of reopening as Covid-19 cases continue to rise worldwide,,,,"4,506",1.81
CNN,cnn,5550296508,34229089,37677002,2020-12-21 23:00:09 KST,Link,1922,1264,65,50,65,342,63,719,10,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161575784636509,"The coronavirus relief package promises to accelerate vaccine distribution and deliver much-needed aid to small businesses hit hard by the pandemic, Americans who have lost their jobs during the economic upheaval and health care workers on the front lines.",https://cnn.it/2KfbHnR,https://www.cnn.com/2020/12/21/politics/stimulus-deal-votes/index.html?utm_medium=social&utm_content=2020-12-21T14%3A00%3A06&utm_source=fbCNN&utm_term=link,,Congress poised to pass long-awaited $900 billion Covid rescue package,,,,"4,500",-4.03
CNN,cnn,5550296508,33583564,36798144,2020-10-31 16:30:15 KST,Link,1444,913,384,10,243,505,932,51,15,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161426956556509,"The spread of Covid-19 among members in a household after one person is infected is ""common"" and occurs quickly after illness onset, according to a new study from the US Centers for Disease Control and Prevention",https://cnn.it/34GPwy0,https://www.cnn.com/2020/10/30/health/household-spread-covid-19-wellness/index.html?utm_content=2020-10-31T07%3A30%3A12&utm_term=link&utm_source=fbCNN&utm_medium=social,,"Household spread of Covid-19 is common and quick, CDC study finds",,,,"4,497",-1.36
CNN,cnn,5550296508,33556284,36714542,2020-10-10 23:30:15 KST,Link,1711,1730,181,60,86,574,53,77,23,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161365862941509,"Former New Jersey Gov. Chris Christie said he was released from the hospital Saturday morning following treatment for the coronavirus. He had helped President Trump prepare for the first presidential debate and also attended a White House Supreme Court nomination ceremony, now believed to have been a superspreader event.",https://cnn.it/36Qc54U,https://www.cnn.com/2020/10/10/politics/chris-christie-released-hospital-coronavirus/index.html?utm_source=fbCNN&utm_term=link&utm_content=2020-10-10T14%3A30%3A11&utm_medium=social,,Chris Christie released from hospital after Covid-19 treatment,,,,"4,495",-1.36
CNN,cnn,5550296508,33126976,35858216,2020-05-27 03:31:09 KST,Link,964,1518,524,46,111,118,418,786,8,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160900535266509,"Packing pool parties and other Memorial Day events, many Americans marked the unofficial start of summer just like they did before coronavirus. Health officials estimate 40% of coronavirus transmissions happen before symptoms appear. Without proper precautions, summer gatherings can turn into breeding grounds for coronavirus.",https://cnn.it/2ZKvxg5,https://www.cnn.com/2020/05/26/health/us-coronavirus-tuesday/index.html?utm_term=link&utm_source=fbCNN&utm_content=2020-05-26T18%3A31%3A05&utm_medium=social,,"Just as Covid-19 cases keep rising in 17 states, holiday revelers crammed together without masks", ,,,"4,493",-1.75
CNN,cnn,5550296508,33504719,37694516,2020-09-14 16:00:29 KST,Link,1050,1089,284,52,91,1866,31,18,11,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161287984696509,"Patriarch Filaret, head of the Ukrainian Orthodox Church--Kiev Patriarchate, is reportedly stable and undergoing treatment.",https://cnn.it/32q2yyM,https://edition.cnn.com/2020/09/09/europe/ukrainian-leader-covid-same-sex-marriage-trnd/index.html?utm_source=fbCNN&utm_content=2020-09-14T07%3A00%3A26&utm_term=link&utm_medium=social,,Ukrainian church leader who called Covid-19 'God's punishment' for same-sex marriage tests positive for virus,,,,"4,492",-1.75
CNN,cnn,5550296508,33538183,36675570,2020-10-04 13:30:23 KST,Link,1016,1763,352,50,144,53,414,684,10,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161346307801509,Two-thirds of parents also don't believe getting a flu shot for their child is more important this year,https://cnn.it/2GngZLY,https://www.cnn.com/2020/09/28/health/no-flu-shots-children-covid-19-wellness/index.html?utm_source=fbCNN&utm_term=link&utm_medium=social&utm_content=2020-10-04T04%3A30%3A17,,"1 in 3 parents won't get flu shots for their child during Covid-19, study finds",,,,"4,486",-1.36
CNN,cnn,5550296508,34229089,37677002,2020-12-14 20:00:40 KST,Link,2252,1419,131,102,65,293,108,71,37,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161556473386509,"Eleven months after the earliest recorded case of coronavirus in the US, medical workers are preparing to give the first doses of the Pfizer-BioNTech Covid-19 vaccine",https://cnn.it/3ngiUSE,https://www.cnn.com/2020/12/14/health/us-coronavirus-monday/index.html?utm_source=fbCNN&utm_term=link&utm_content=2020-12-14T11%3A00%3A37&utm_medium=social,,"US readies for first Covid-19 vaccinations as country nears 300,000 deaths",,,,"4,478",-3.95
CNN,cnn,5550296508,34018962,37324772,2020-11-26 07:15:35 KST,Native Video,1355,1207,1002,111,70,54,604,27,44,crosspost,264503,286085,476090,00:10:04,https://www.facebook.com/cnn/posts/834741450689219,"Sweden has been relying on a relatively more relaxed Covid-19 strategy during the pandemic. The country did not enter into a lockdown at the beginning of the pandemic, instead urging citizens to practice social distancing and good hygiene, but with the coronavirus surging again, doctors there tell CNN they are frustrated with the lack of tougher measures for citizens. CNN's Phil Black reports from Stockholm.",https://www.facebook.com/cnn/videos/834741450689219/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252Fcnn%2525252525252525252Fvideos%2525252525252525252F834741450689219%2525252525252525252F,,Sweden rethinks coronavirus strategy as it braces for a second wave,,,,"4,474",2.45
CNN,cnn,5550296508,33515086,36601151,2020-09-29 08:26:32 KST,Native Video,2259,608,1051,423,31,20,16,7,54,crosspost,176356,204983,571506,00:10:17,https://www.facebook.com/cnn/posts/333494627972795,"Go There heads to Rome as Italy takes on new precautions to prevent getting hit with a second wave of coronavirus. Schools have reopened with masks, temperature checks, and staggered entrance times, while Rome’s main airport has implemented rapid testing for passengers. We follow CNN’s Delia Gallagher as she takes a closer look at the new steps being taken to protect Italy amid the pandemic.",https://www.facebook.com/cnn/videos/333494627972795/,,,Italy avoids Europe’s second COVID-19 wave -- for now,,,,"4,469",2.27
CNN,cnn,5550296508,33016657,35676071,2020-05-01 06:15:29 KST,Native Video,896,2062,337,78,97,226,88,676,9,crosspost,248836,257052,450012,00:08:11,https://www.facebook.com/cnn/posts/10160789866606509,"Barbershop owner Juan Desmarais says that he will defy California’s stay-at-home order and reopen his shops tomorrow. ""I'm not going to live in fear. It's not American,"" he says. “I’d rather get citations ... not ask the government for a single penny, and if I flop, I'd rather flop working than flop just sitting there letting them take away my rights, take away my businesses,"" he adds. There are currently more than 48,000 Covid-19 cases in the state of California. https://cnn.it/3d2cuB1:=:https://www.cnn.com/interactive/2020/health/coronavirus-us-maps-and-cases/?utm_medium=social&utm_source=fbCNN&utm_content=2020-04-30T18:20:51",https://www.facebook.com/cnn/videos/2844119159190507/,,,California barber to reopen business despite state’s orders: ‘I’m not going to live in fear’,,,,"4,469",1.79
CNN,cnn,5550296508,33470547,37596821,2020-08-21 21:00:26 KST,Link,2004,1422,280,96,68,509,24,30,17,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161212655026509,"Covid-19 deaths in the US should start dropping around parts of the country by next week, the US Centers for Disease Control and Prevention director said, as Americans stick to mitigation efforts that help curb the spread of the virus.",https://cnn.it/2EiuUBz,https://www.cnn.com/2020/08/21/health/us-coronavirus-friday/index.html?utm_content=2020-08-21T12%3A00%3A23&utm_term=link&utm_source=fbCNN&utm_medium=social,,"Covid-19 deaths should start dropping across US by next week, CDC chief says",,,,"4,450",-1.77
CNN,cnn,5550296508,33365042,37363213,2020-07-07 23:15:48 KST,Native Video,2713,884,277,395,18,98,9,34,22,crosspost,162452,166944,209684,00:03:51,https://www.facebook.com/cnn/posts/10161066138466509,"“I’m not going to be bullied into moving before it’s safe, and if we have to move back, we’re going to [do that,]” says Michigan Governor Gretchen Whitmer. Michigan revises its reopening plan amid a resurgence of Covid-19 cases. https://cnn.it/3iCWJEn:=:https://www.cnn.com/2020/07/02/us/michigan-bar-coronavirus-cases/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-07-07T12:58:42",https://www.facebook.com/cnn/videos/285806809332268/,,,Michigan governor: ‘I’m not going to be bullied’ into reopening,,,,"4,450",1.79
CNN,cnn,5550296508,34229089,37677002,2020-12-09 17:31:07 KST,Link,1142,582,53,28,160,455,1776,229,21,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161542226196509,"""We will start to have shots in arms within 96 hours of EUA [emergency use authorization],"" Gen. Gustave Perna, chief operating officer of Operation Warp Speed, said. ""That's what I believe with all my heart.""",https://cnn.it/3n0CJxj,https://www.cnn.com/2020/12/09/health/us-coronavirus-wednesday/index.html?utm_source=fbCNN&utm_term=link&utm_content=2020-12-09T08%3A31%3A04&utm_medium=social,,Officials aiming to have Covid-19 vaccine administered within 96 hours of authorization,"Covid-19 vaccines will be distributed to vulnerable populations within days of an emergency use authorization (EUA), an official said, as the US wrestles with an all-time high of daily new cases.",,,"4,446",-3.64
CNN,cnn,5550296508,33511718,36582272,2020-09-24 12:27:12 KST,Link,1556,965,705,13,538,281,264,111,4,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161316306941509,"The US Centers for Disease Control and Prevention now says thousands of passengers onboard commercial flights may have been exposed to coronavirus since the start of 2020. In a statement emailed to CNN, the CDC says it was made aware of 1,600 flights between January and August where a person on board may have had Covid-19, potentially exposing 10,900 people ""within a 6-foot range for droplet transmission"" to coronavirus.",https://cnn.it/32UGBbo,https://www.cnn.com/webview/world/live-news/coronavirus-pandemic-09-23-20-intl/h_7cd28b4c3d78cab443440db75afc2c2d?utm_source=fbCNN&utm_medium=social&utm_term=link&utm_content=2020-09-24T03%3A27%3A05&fbclid=IwAR2akSIzEXlCS-8WUs7YM6ogP26q6O_IfAHT7lIpkgMwtYywejbT_cZfW8Q&fbclid=IwAR1wS_IeA-nJ7jmStVgDBUlv6CDJtck3ZiRnNYd1ZmSXKgFoTfoZlOGlcTg&fbclid=IwAR0f7qniV06lzfLJdmvda060ivhLW07XY_CJPMujQANrdOMCrntX4MMzHps,,"Thousands of passengers on commercial flights may have been exposed to coronavirus in 2020, CDC says",,,,"4,437",-1.77
CNN,cnn,5550296508,33130112,35862829,2020-05-27 14:30:18 KST,Link,1101,540,557,10,246,10,1860,99,14,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160902339291509,"A Tyson Foods employee who worked at the company's largest pork processing plant in Waterloo, Iowa, died of Covid-19 — less than two months after a major outbreak at the same facility.",https://cnn.it/2LYtpZZ,https://www.cnn.com/2020/05/26/business/tyson-waterloo-plant-death/index.html?utm_medium=social&utm_content=2020-05-27T05%3A30%3A14&utm_source=fbCNN&utm_term=link,,Tyson meat plant employee dies of Covid-19 weeks after major outbreak,"A Tyson Foods employee who worked at the company's largest pork processing plant in Waterloo, Iowa, died of Covid-19 Monday morning — less than two months after a major outbreak at the same facility.",,,"4,437",-1.77
CNN,cnn,5550296508,33115492,35839460,2020-05-23 05:44:11 KST,Link,683,1274,525,9,66,70,1335,474,1,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160885514871509,Advocacy groups say hunger strikes have been on the rise in ICE detention facilities since concerns about Covid-19 surged. So have reports of incidents involving use of force.,https://cnn.it/3e613sw,https://www.cnn.com/2020/05/22/us/ice-detention-coronavirus-violence-hunger-strikes/index.html?utm_source=fbCNN&utm_content=2020-05-22T20%3A44%3A06&utm_term=link&utm_medium=social,,"After violence erupted in an ICE detention facility, a message left on a window said, 'HELP US'", ,,,"4,437",-1.77
CNN,cnn,5550296508,33410365,37464652,2020-08-02 17:29:08 KST,Link,1063,2227,345,10,92,120,496,65,7,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161151644296509,"The US economy contracted by 32.9% between April and June, as Covid-19 took hold. It was the worst quarter on record.",https://cnn.it/2DagZxe,https://www.cnn.com/2020/07/30/economy/us-economy-2020-second-quarter/index.html?utm_term=link&utm_source=fbCNN&utm_medium=social&utm_content=2020-08-02T08%3A29%3A04,,America's economy just had its worst quarter on record,,,,"4,425",-1.78
CNN,cnn,5550296508,34028954,37354681,2020-12-02 10:06:03 KST,Native Video,1156,1419,882,111,179,56,520,73,23,crosspost,106460,113105,307534,00:10:03,https://www.facebook.com/cnn/posts/969001863589266,"Go There heads to Florida, which now has 1 million cases as Covid-19 infections surge again nationwide. CNN’s Rosa Flores reports from a coronavirus testing site in Miami, and speaks to people in line as they wait to get tested after the Thanksgiving holiday",https://www.facebook.com/cnn/videos/969001863589266/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252Fcnn%2525252525252525252Fvideos%2525252525252525252F969001863589266%2525252525252525252F,,Long lines for Covid-19 tests as Florida hits one million coronavirus cases,,,,"4,419",2.14
CNN,cnn,5550296508,33458074,37565766,2020-08-15 13:30:22 KST,Link,1395,1331,318,8,64,38,1135,120,9,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161192922296509,Experts point to community spread and number of cases in a surrounding community as key factors in nursing home outbreaks.,https://cnn.it/344vhdM,https://www.cnn.com/2020/08/14/health/nursing-home-rise-in-covid-wellness/index.html?utm_medium=social&utm_source=fbCNN&utm_term=link&utm_content=2020-08-15T04%3A30%3A16,,"After declining, Covid-19 cases are rising again in US nursing homes",,,,"4,418",-1.78
CNN,cnn,5550296508,33571591,36767020,2020-10-23 22:00:34 KST,Link,945,1324,207,9,151,308,1283,175,10,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161403685191509,"In White House coronavirus task force reports obtained by CNN this week, officials say there are ""early signs of deterioration in the Sun Belt and continued deterioration in the Midwest and across the Northern States.""",https://cnn.it/3joYPGU,https://www.cnn.com/2020/10/23/health/us-coronavirus-friday/index.html?utm_term=link&utm_source=fbCNN&utm_content=2020-10-23T13%3A00%3A31&utm_medium=social,,Task force warns several US regions show signs of 'deterioration' amid Covid-19 surges,,,,"4,412",-1.38
CNN,cnn,5550296508,33551827,36705622,2020-10-08 09:27:09 KST,Link,615,1127,96,175,30,45,24,2297,1,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161357288771509,"Senate Republican leaders are plotting a quick confirmation vote for Amy Coney Barrett this month, confident that enough senators will return to give her a lifetime appointment to the Supreme Court and setting aside fears the spread of Covid-19 in GOP circles could derail the effort",https://cnn.it/2I4iXkN,https://www.cnn.com/2020/10/07/politics/republican-senators-on-track-barrett-confirmation/index.html?utm_medium=social&utm_source=fbCNN&utm_term=link&utm_content=2020-10-08T00%3A27%3A03,,"Senate GOP, setting aside Covid-19 fears, on track for quick Barrett confirmation this month",,,,"4,410",-1.38
CNN,cnn,5550296508,33422216,37484517,2020-08-05 15:16:43 KST,Native Video,1494,908,593,27,70,85,513,687,11,crosspost,243662,252584,710669,00:07:56,https://www.facebook.com/cnn/posts/10161160799991509,"Erin Burnett: ""In 11 of the past 15 days, more than 1,000 Americans on every single one of those days have died from coronavirus. But the message from the President when he's confronted with this 1,000-person-a-day toll, 'it is what it is.'"" ""It does not need to be what it is."" https://cnn.it/33qsdZh:=:https://www.cnn.com/world/live-news/coronavirus-pandemic-08-04-20-intl/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-08-04T23:55:30",https://www.facebook.com/cnn/videos/750640179088444/,,,Erin Burnett on Trump’s Covid death toll remarks: ‘It does not need to be what it is’,,,,"4,388",1.76
CNN,cnn,5550296508,33391608,37427623,2020-07-25 05:15:09 KST,Native Video,2555,873,538,93,22,179,50,64,8,crosspost,204379,209137,481955,00:09:44,https://www.facebook.com/cnn/posts/10161123978421509,"Brianna Keilar: “In politics, admitting you were wrong and changing your position can be difficult and admirable, but [Trump’s] reversal seems insincere, incomplete and it reeks of political calculation.” https://cnn.it/3eVuzRN:=:https://www.cnn.com/2020/07/21/politics/donald-trump-coronavirus-masks-briefings-election-2020/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-07-24T18:20:51",https://www.facebook.com/cnn/videos/3402717696405001/,,,CNN's Brianna Keilar: Trump's new Covid-19 approach 'reeks of political calculation',,,,"4,382",1.76
CNN,cnn,5550296508,33084773,35787555,2020-05-15 01:00:48 KST,Link,979,810,1408,8,278,14,865,11,9,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160852346341509,Doctors in Italy have become the latest to raise the alarm over a worrying spike in children getting sick with a rare but serious inflammatory syndrome they say is tied to the coronavirus pandemic,https://cnn.it/3cAioti,https://www.cnn.com/2020/05/14/health/children-inflammatory-disease-covid-19-intl/index.html?utm_medium=social&utm_term=link&utm_content=2020-05-14T16%3A00%3A47&utm_source=fbCNN,,Doctors in Italy make a link between Covid-19 and rare 'Kawasaki-like' inflammatory disease in children, ,,,"4,382",-1.8
CNN,cnn,5550296508,33320987,37268981,2020-06-13 18:32:06 KST,Link,1388,900,848,11,228,59,887,48,11,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160969684561509,"""We know Covid-19 is still in our community, and we expect to see increased cases,"" the Arizona Department of Health Services tweeted",https://cnn.it/2XWcca7,https://www.cnn.com/2020/06/10/health/us-coronavirus-wednesday/index.html?utm_source=fbCNN&utm_content=2020-06-13T09%3A32%3A03&utm_medium=social&utm_term=link,,19 states see rising coronavirus cases and Arizona is asking its hospitals to activate emergency plans,,,,"4,380",-1.8
CNN,cnn,5550296508,33391608,37427623,2020-07-24 15:30:07 KST,Link,1520,1540,916,48,31,282,7,9,12,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10161122101341509,"Home-made cloth face masks likely need a minimum of two layers, and preferably three, to prevent the dispersal of viral droplets from the nose and mouth that are associated with the spread of COVID-19, according to a new study",https://cnn.it/30LDRuE,https://www.cnn.com/2020/07/23/health/covid-mask-layers-wellness/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-07-24T06%3A30%3A03&utm_term=link,,"Covid-19 mask safety: Two or three layers best to protect against virus, study finds",=,,,"4,365",-1.8
CNN,cnn,5550296508,32945376,35567236,2020-04-23 11:45:50 KST,Native Video,2315,1021,443,338,24,185,17,22,0,crosspost,354071,362582,799276,00:09:23,https://www.facebook.com/cnn/posts/10160753700896509,"Governor Andrew Cuomo joins Chris Cuomo to discuss how the Trump administration and the medical community share differing opinions on a potential return of Covid-19. ""The President wants to be optimistic, wants to be positive, he wants to see those markets come back. But you listen to the medical experts who are just giving you facts, they're all saying it could come back in the fall. They all are saying it could be coincident with the flu which is a real problem."" https://cnn.it/2yAazVC:=:https://www.cnn.com/2020/04/16/us/coronavirus-education-colleges-fall-semester/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2020-04-23T01:32:49",https://www.facebook.com/cnn/videos/2580223595550900/,,,"Gov. Cuomo on Trump downplaying coronavirus in the fall: ""The President wants to be optimistic... he wants to see those markets come back""",,,,"4,365",1.75
CNN,cnn,5550296508,32996444,35645108,2020-04-28 19:30:15 KST,Link,2286,534,497,30,318,59,617,22,0,,0,0,0,N/A,https://www.facebook.com/cnn/posts/10160779166446509,"The Olympics could be canceled if the Covid-19 pandemic continues into next year, according to the Tokyo 2020 president.",https://cnn.it/2YaOUOs,https://www.cnn.com/2020/04/28/sport/olympics-coronavirus-canceled-tokyo-2020-spt-intl/index.html,,Olympics could be canceled if coronavirus persists next year,,,,"4,363",-1.8
